year,temp_anomaly
-46000,-8.94
-45950,-7.25
-45902,-6.65
-45853,-7.66
-45805,-7.13
-45760,-6.27
-45714,-6.24
-45666,-7.2
-45619,-7.0
-45572,-6.73
-45524,-6.97
-45478,-6.59
-45430,-7.15
-45384,-6.64
-45339,-6.67
-45296,-4.97
-45253,-6.44
-45208,-6.24
-45161,-6.8
-45115,-6.75
-45070,-6.17
-45025,-6.44
-44980,-6.44
-44935,-5.88
-44890,-6.86
-44844,-6.49
-44798,-6.58
-44757,-5.25
-44716,-5.68
-44674,-5.05
-44633,-5.51
-44592,-5.64
-44554,-4.03
-44516,-4.57
-44477,-4.85
-44434,-5.72
-44391,-5.7
-44348,-6.18
-44304,-6.12
-44260,-6.31
-44215,-6.38
-44174,-5.24
-44130,-5.8
-44086,-6.86
-44042,-6.03
-44001,-5.14
-43962,-4.25
-43920,-6.28
-43877,-5.35
-43835,-6.01
-43792,-5.44
-43747,-6.69
-43702,-6.19
-43656,-7.05
-43612,-5.27
-43567,-6.9
-43520,-6.97
-43474,-6.51
-43427,-6.79
-43381,-6.59
-43334,-6.92
-43287,-7.0
-43239,-7.04
-43193,-6.62
-43145,-7.12
-43096,-7.17
-43046,-7.75
-42996,-7.65
-42946,-7.57
-42895,-7.78
-42844,-7.8
-42793,-7.92
-42742,-7.57
-42691,-7.9
-42638,-8.46
-42585,-8.3
-42532,-8.73
-42481,-7.63
-42432,-7.04
-42380,-8.04
-42326,-8.44
-42271,-8.77
-42216,-8.82
-42162,-8.31
-42108,-8.66
-42055,-8.74
-42004,-7.94
-41952,-8.02
-41899,-8.68
-41846,-8.42
-41796,-7.22
-41746,-7.81
-41697,-7.57
-41647,-7.37
-41596,-8.06
-41545,-7.9
-41497,-7.36
-41450,-6.93
-41404,-6.47
-41353,-7.93
-41302,-8.03
-41255,-6.83
-41207,-7.51
-41160,-6.83
-41114,-6.62
-41067,-7.2
-41019,-7.02
-40972,-7.07
-40926,-6.75
-40877,-7.41
-40827,-7.94
-40776,-7.61
-40724,-8.52
-40675,-7.12
-40623,-8.46
-40572,-7.77
-40523,-7.55
-40473,-7.54
-40421,-8.36
-40369,-8.18
-40318,-7.52
-40265,-8.89
-40211,-8.22
-40156,-9.04
-40100,-9.06
-40045,-8.75
-39990,-8.74
-39935,-8.8
-39882,-8.36
-39827,-8.97
-39775,-8.22
-39724,-7.95
-39670,-8.73
-39619,-7.79
-39566,-8.83
-39519,-6.66
-39466,-8.57
-39416,-7.83
-39367,-7.58
-39319,-7.55
-39273,-6.45
-39224,-7.31
-39173,-8.58
-39123,-7.57
-39073,-7.77
-39022,-8.02
-38970,-8.15
-38915,-9.39
-38862,-8.14
-38809,-8.42
-38755,-8.82
-38701,-8.7
-38647,-8.72
-38593,-8.89
-38540,-8.54
-38491,-7.26
-38444,-7.54
-38395,-7.19
-38343,-8.41
-38291,-8.53
-38238,-8.63
-38188,-7.59
-38139,-7.74
-38089,-8.25
-38040,-7.2
-37990,-8.12
-37940,-7.74
-37888,-8.48
-37837,-7.83
-37782,-9.24
-37730,-8.18
-37675,-9.1
-37619,-9.2
-37565,-9.02
-37513,-8.03
-37463,-7.97
-37412,-8.2
-37362,-7.97
-37311,-8.05
-37261,-8.2
-37211,-7.73
-37161,-8.05
-37119,-5.95
-37073,-6.87
-37026,-7.78
-36981,-6.46
-36936,-6.59
-36892,-6.89
-36848,-6.15
-36801,-7.53
-36754,-7.18
-36710,-6.82
-36666,-6.34
-36622,-6.41
-36579,-6.39
-36534,-6.62
-36489,-7.03
-36445,-6.57
-36401,-6.29
-36356,-7.28
-36313,-5.83
-36265,-7.63
-36219,-7.25
-36174,-7.13
-36132,-5.5
-36089,-5.98
-36042,-7.86
-35995,-7.23
-35949,-7.17
-35908,-6.16
-35869,-4.66
-35829,-5.22
-35787,-6.41
-35747,-5.14
-35706,-6.27
-35663,-6.18
-35621,-6.04
-35575,-7.18
-35530,-6.85
-35481,-8.14
-35434,-6.84
-35387,-7.91
-35340,-6.84
-35294,-7.79
-35248,-6.62
-35199,-7.89
-35150,-7.88
-35101,-7.91
-35057,-6.63
-35011,-7.0
-34961,-8.17
-34909,-8.54
-34857,-8.84
-34805,-8.66
-34755,-7.95
-34705,-8.08
-34654,-8.44
-34605,-7.77
-34556,-8.05
-34506,-8.2
-34456,-8.09
-34407,-7.84
-34358,-7.84
-34308,-8.32
-34256,-8.54
-34204,-8.69
-34151,-9.07
-34101,-8.05
-34051,-8.08
-34002,-8.02
-33953,-7.97
-33898,-9.24
-33848,-8.18
-33796,-8.68
-33748,-7.89
-33700,-7.61
-33652,-7.81
-33601,-8.67
-33551,-8.52
-33504,-6.81
-33456,-8.06
-33406,-8.24
-33357,-8.18
-33310,-7.52
-33264,-7.09
-33217,-7.72
-33167,-8.41
-33119,-7.69
-33074,-7.03
-33027,-7.69
-32978,-8.04
-32929,-8.37
-32882,-7.4
-32835,-7.35
-32786,-8.48
-32738,-7.68
-32690,-7.75
-32641,-8.34
-32595,-7.39
-32544,-8.55
-32495,-8.03
-32445,-8.19
-32392,-9.08
-32337,-9.58
-32284,-8.97
-32231,-9.12
-32180,-8.53
-32127,-9.16
-32071,-9.52
-32016,-9.52
-31961,-9.53
-31906,-9.53
-31851,-9.53
-31800,-8.77
-31749,-8.1
-31698,-9.32
-31649,-7.72
-31601,-8.12
-31552,-8.14
-31503,-8.47
-31454,-8.06
-31405,-8.3
-31359,-7.48
-31312,-7.76
-31265,-8.06
-31218,-7.53
-31171,-7.93
-31123,-8.03
-31074,-8.18
-31023,-8.74
-30971,-9.25
-30919,-8.59
-30866,-9.24
-30811,-9.88
-30757,-9.31
-30702,-9.46
-30648,-9.77
-30595,-9.16
-30546,-8.09
-30498,-7.95
-30449,-9.02
-30400,-7.78
-30352,-8.38
-30303,-8.2
-30253,-8.81
-30204,-8.31
-30154,-8.64
-30105,-8.4
-30062,-6.9
-30015,-8.12
-29969,-7.07
-29921,-8.5
-29871,-8.88
-29823,-8.3
-29775,-7.5
-29723,-9.19
-29668,-10.36
-29614,-8.92
-29561,-9.87
-29509,-8.9
-29458,-9.07
-29406,-8.91
-29353,-9.42
-29297,-10.04
-29244,-9.47
-29191,-9.29
-29135,-9.93
-29082,-9.51
-29033,-8.52
-28983,-8.77
-28934,-8.69
-28887,-7.57
-28838,-8.87
-28788,-8.87
-28737,-8.87
-28687,-8.88
-28636,-8.88
-28584,-9.29
-28533,-9.19
-28481,-9.19
-28430,-9.06
-28380,-8.61
-28327,-9.94
-28277,-8.31
-28227,-9.19
-28174,-9.25
-28121,-10.03
-28070,-8.4
-28017,-9.85
-27965,-9.38
-27912,-9.44
-27858,-9.82
-27808,-8.9
-27761,-8.36
-27715,-7.82
-27668,-8.33
-27620,-8.42
-27573,-8.35
-27524,-8.42
-27475,-8.88
-27425,-9.42
-27378,-7.93
-27333,-7.55
-27286,-8.6
-27242,-7.39
-27195,-8.23
-27149,-8.1
-27102,-8.26
-27054,-8.72
-27006,-8.28
-26958,-8.88
-26909,-8.35
-26859,-9.27
-26809,-8.91
-26759,-9.14
-26708,-9.46
-26658,-8.87
-26610,-8.59
-26562,-8.61
-26515,-8.69
-26469,-7.84
-26423,-8.2
-26374,-8.89
-26325,-8.71
-26274,-9.42
-26220,-9.93
-26169,-9.42
-26118,-9.15
-26064,-10.22
-26011,-9.87
-25962,-8.81
-25914,-8.38
-25864,-9.4
-25815,-8.94
-25767,-8.61
-25723,-7.71
-25678,-7.86
-25628,-9.14
-25573,-10.51
-25525,-8.69
-25475,-9.03
-25427,-9.25
-25383,-6.91
-25337,-8.84
-25290,-8.28
-25242,-8.79
-25192,-9.22
-25140,-9.93
-25087,-9.7
-25035,-9.75
-24983,-9.59
-24930,-10.13
-24878,-9.72
-24827,-9.48
-24777,-9.05
-24724,-10.11
-24670,-10.19
-24617,-9.96
-24566,-9.59
-24515,-9.34
-24463,-9.94
-24414,-9.02
-24361,-9.96
-24307,-10.4
-24257,-9.17
-24204,-9.96
-24153,-9.85
-24103,-8.98
-24050,-10.2
-24000,-9.61
-23950,-8.93
-23897,-10.47
-23845,-9.53
-23793,-10.02
-23740,-10.19
-23690,-9.3
-23639,-9.54
-23588,-9.67
-23537,-9.84
-23485,-9.87
-23434,-9.54
-23380,-10.32
-23326,-10.48
-23273,-10.21
-23223,-9.35
-23173,-9.35
-23122,-9.83
-23070,-9.95
-23019,-9.83
-22969,-9.39
-22918,-9.84
-22868,-9.54
-22816,-9.89
-22764,-9.96
-22712,-10.06
-22659,-10.21
-22608,-9.9
-22561,-8.99
-22517,-7.98
-22465,-10.1
-22413,-10.07
-22364,-9.33
-22313,-9.76
-22266,-9.0
-22218,-9.05
-22169,-9.4
-22119,-9.68
-22065,-10.58
-22015,-9.52
-21966,-9.62
-21914,-9.95
-21862,-10.39
-21813,-9.36
-21765,-9.29
-21718,-8.95
-21672,-8.64
-21625,-9.05
-21579,-8.88
-21533,-8.69
-21485,-9.28
-21438,-8.95
-21390,-9.36
-21339,-10.25
-21292,-8.79
-21245,-9.19
-21199,-8.99
-21154,-8.23
-21109,-8.84
-21064,-8.43
-21017,-9.11
-20968,-9.55
-20919,-9.73
-20871,-9.39
-20822,-9.62
-20773,-9.36
-20724,-9.98
-20676,-9.0
-20627,-9.92
-20579,-9.22
-20533,-8.74
-20486,-9.41
-20439,-9.14
-20395,-8.36
-20345,-9.91
-20294,-10.04
-20249,-8.81
-20200,-9.67
-20149,-9.98
-20100,-9.82
-20052,-9.45
-20003,-9.6
-19957,-9.14
-19909,-9.42
-19865,-8.47
-19820,-8.72
-19774,-8.96
-19726,-9.57
-19676,-10.12
-19628,-9.64
-19581,-8.9
-19532,-9.71
-19485,-10.1
-19440,-7.92
-19396,-8.59
-19350,-9.2
-19300,-10.04
-19251,-10.02
-19205,-9.06
-19159,-8.74
-19112,-9.52
-19065,-9.25
-19015,-10.14
-18968,-9.39
-18920,-9.47
-18873,-9.41
-18826,-9.36
-18781,-9.03
-18733,-9.64
-18685,-9.65
-18637,-9.49
-18591,-9.31
-18546,-8.83
-18500,-8.92
-18451,-10.18
-18402,-9.72
-18354,-9.69
-18307,-9.53
-18260,-9.22
-18213,-9.79
-18168,-8.71
-18122,-9.46
-18076,-9.04
-18029,-9.4
-17981,-9.81
-17931,-10.43
-17884,-9.51
-17840,-8.53
-17796,-8.84
-17750,-8.94
-17702,-9.93
-17653,-10.19
-17605,-9.37
-17556,-10.19
-17508,-9.62
-17461,-9.75
-17415,-9.16
-17367,-9.96
-17322,-8.91
-17276,-9.55
-17235,-7.81
-17189,-9.34
-17143,-9.54
-17099,-8.52
-17051,-9.89
-17003,-10.43
-16958,-8.44
-16912,-9.34
-16865,-10.12
-16819,-8.84
-16773,-9.69
-16728,-9.02
-16682,-9.36
-16636,-9.61
-16590,-9.21
-16543,-9.92
-16499,-8.56
-16455,-9.26
-16411,-8.67
-16362,-10.35
-16316,-9.4
-16269,-9.51
-16224,-9.36
-16178,-9.41
-16132,-9.45
-16087,-9.18
-16043,-8.94
-15999,-9.25
-15953,-9.21
-15907,-9.64
-15860,-9.82
-15814,-9.54
-15770,-8.87
-15726,-8.9
-15680,-9.74
-15636,-8.97
-15595,-8.13
-15549,-9.7
-15503,-9.47
-15457,-9.47
-15411,-9.54
-15368,-9.08
-15325,-8.39
-15283,-9.11
-15240,-8.4
-15198,-8.5
-15155,-9.37
-15116,-7.4
-15075,-8.66
-15036,-7.38
-14997,-8.38
-14957,-7.8
-14917,-7.74
-14875,-9.0
-14834,-8.23
-14794,-8.11
-14755,-8.21
-14715,-7.37
-14676,-8.83
-14639,-6.82
-14603,-7.15
-14566,-7.44
-14528,-7.05
-14490,-8.15
-14454,-6.86
-14419,-6.75
-14384,-6.79
-14349,-6.76
-14316,-6.12
-14281,-6.44
-14246,-7.41
-14212,-6.22
-14179,-6.07
-14146,-6.1
-14113,-5.94
-14079,-6.76
-14044,-6.9
-14010,-6.46
-13977,-5.96
-13944,-5.91
-13912,-6.66
-13880,-5.39
-13847,-6.18
-13815,-5.82
-13784,-5.62
-13753,-5.32
-13722,-5.61
-13692,-5.25
-13662,-5.39
-13631,-4.8
-13599,-6.37
-13568,-5.19
-13537,-6.01
-13507,-5.35
-13477,-5.11
-13447,-4.75
-13416,-5.7
-13385,-5.74
-13354,-5.51
-13323,-5.66
-13292,-5.47
-13261,-5.72
-13232,-5.16
-13203,-4.76
-13175,-4.36
-13147,-4.5
-13120,-4.17
-13092,-4.05
-13064,-5.09
-13034,-5.1
-13009,-4.54
-12983,-2.3
-12954,-5.52
-12926,-4.25
-12900,-4.02
-12873,-3.62
-12846,-4.29
-12820,-4.04
-12794,-3.62
-12766,-4.44
-12738,-5.03
-12710,-4.22
-12681,-4.94
-12651,-5.42
-12624,-4.2
-12597,-4.59
-12570,-3.55
-12543,-4.17
-12517,-4.17
-12492,-2.71
-12467,-3.78
-12440,-5.32
-12414,-2.52
-12391,-2.96
-12368,-2.5
-12345,-2.69
-12323,-2.16
-12302,-1.93
-12280,-1.02
-12255,-4.14
-12230,-3.43
-12206,-3.0
-12181,-2.71
-12156,-3.27
-12130,-4.48
-12103,-4.05
-12078,-3.98
-12052,-3.24
-12029,-2.64
-12006,-2.82
-11980,-3.49
-11953,-4.23
-11925,-4.68
-11898,-4.6
-11872,-3.15
-11846,-5.07
-11820,-3.06
-11792,-4.43
-11765,-4.78
-11737,-4.18
-11708,-5.03
-11679,-5.06
-11650,-4.98
-11622,-4.83
-11596,-3.88
-11570,-4.46
-11545,-2.76
-11518,-3.97
-11490,-4.92
-11462,-4.49
-11433,-5.06
-11404,-5.31
-11377,-4.28
-11350,-4.12
-11325,-3.57
-11299,-3.6
-11272,-4.6
-11246,-3.94
-11220,-3.47
-11193,-4.27
-11165,-4.7
-11137,-5.17
-11109,-4.61
-11082,-4.05
-11055,-3.85
-11028,-4.58
-11000,-5.04
-10972,-4.82
-10944,-4.41
-10917,-3.56
-10891,-4.74
-10863,-4.1
-10834,-5.53
-10804,-5.28
-10777,-4.19
-10750,-4.35
-10723,-3.88
-10696,-5.15
-10667,-4.65
-10638,-5.17
-10609,-4.91
-10580,-5.5
-10553,-3.86
-10527,-4.14
-10502,-4.1
-10477,-2.76
-10452,-3.17
-10426,-4.91
-10400,-3.49
-10374,-4.4
-10347,-4.23
-10323,-2.23
-10300,-3.61
-10277,-2.12
-10255,-2.63
-10231,-3.81
-10206,-2.97
-10181,-3.03
-10156,-4.44
-10132,-2.91
-10109,-2.57
-10087,-3.02
-10064,-1.96
-10043,-1.99
-10022,-1.69
-9999,-2.64
-9977,-2.78
-9955,-1.84
-9934,-2.11
-9913,-1.86
-9891,-2.09
-9870,-1.85
-9848,-2.48
-9829,-1.3
-9810,0.07
-9792,-0.88
-9773,-0.5
-9754,-1.29
-9736,0.07
-9717,-1.06
-9699,0.01
-9681,-1.05
-9662,-0.19
-9643,-1.15
-9623,-1.16
-9604,-0.92
-9585,-1.33
-9566,-0.73
-9549,0.28
-9532,0.79
-9515,0.14
-9498,0.42
-9480,-0.37
-9461,-0.77
-9442,-1.59
-9423,-0.78
-9404,-1.77
-9386,1.11
-9369,1.29
-9352,-0.95
-9333,-0.32
-9315,-0.61
-9296,-2.15
-9278,-0.29
-9259,0.18
-9242,0.53
-9225,0.37
-9207,-0.93
-9186,-1.62
-9167,-1.41
-9148,-0.47
-9129,-1.14
-9110,-1.45
-9092,-0.08
-9074,0.3
-9056,-0.27
-9039,-0.12
-9019,-0.66
-8999,-1.81
-8981,-0.96
-8963,0.28
-8945,-0.33
-8925,-0.8
-8906,-1.36
-8888,-0.51
-8871,0.25
-8853,-0.22
-8834,-0.35
-8816,-0.96
-8796,-1.08
-8777,-1.01
-8758,-0.84
-8741,-0.77
-8723,0.86
-8705,-0.27
-8687,-0.51
-8668,-0.64
-8649,-0.88
-8630,-0.55
-8612,-0.12
-8593,-1.23
-8577,2.12
-8561,-0.02
-8545,0.41
-8529,1.16
-8512,0.53
-8495,0.31
-8476,-1.53
-8457,-0.71
-8438,-0.47
-8419,-1.27
-8400,0.26
-8381,-1.76
-8363,0.12
-8345,-0.15
-8328,-0.07
-8309,0.61
-8291,-1.38
-8272,-1.08
-8255,-0.2
-8237,0.38
-8219,-0.47
-8201,-0.02
-8184,0.43
-8167,1.39
-8151,0.02
-8133,-1.18
-8115,0.29
-8097,-0.2
-8079,0.32
-8062,0.26
-8044,-0.75
-8026,-0.36
-8007,0.35
-7989,-0.97
-7970,-0.65
-7952,0.15
-7934,-0.61
-7916,0.68
-7897,-1.57
-7878,-0.2
-7859,-0.13
-7839,-2.4
-7822,0.62
-7805,1.33
-7788,-0.07
-7771,0.45
-7754,0.01
-7736,-0.04
-7719,1.11
-7702,-0.38
-7683,-0.08
-7664,-1.16
-7646,-0.1
-7628,0.79
-7611,-0.75
-7592,0.04
-7573,-1.11
-7554,-0.33
-7534,-2.02
-7514,-0.48
-7497,0.48
-7480,0.36
-7462,0.24
-7444,-0.33
-7426,-0.14
-7407,-0.57
-7388,-0.45
-7369,-0.28
-7351,-0.04
-7331,-1.57
-7312,-0.99
-7292,-0.51
-7274,0.54
-7257,0.11
-7237,-1.42
-7218,-0.06
-7197,-1.9
-7176,-2.56
-7155,-0.49
-7136,-0.49
-7116,-1.09
-7097,-0.59
-7077,-0.94
-7058,-0.67
-7038,-1.49
-7019,-0.1
-7000,0.05
-6981,-1.13
-6961,-0.86
-6941,-0.86
-6922,-0.9
-6902,-0.19
-6883,-0.93
-6861,-1.62
-6840,-2.0
-6820,-0.44
-6800,-1.29
-6780,-0.84
-6759,-1.55
-6738,-1.6
-6718,-0.7
-6698,-1.13
-6679,-1.22
-6659,0.02
-6639,-1.54
-6620,-0.81
-6600,0.38
-6579,-0.74
-6558,-2.79
-6538,-0.85
-6518,-0.7
-6498,-0.74
-6477,-1.4
-6455,-1.89
-6433,-1.69
-6411,-2.4
-6390,-1.24
-6369,-1.26
-6348,-1.43
-6327,-1.35
-6306,-0.77
-6285,-1.71
-6263,-1.31
-6241,-2.25
-6218,-2.54
-6195,-2.04
-6174,-1.4
-6154,-0.65
-6133,-1.13
-6110,-3.09
-6088,-0.87
-6066,-2.19
-6045,-1.25
-6024,-1.41
-6003,-1.24
-5983,-1.06
-5963,-0.56
-5944,0.26
-5924,-0.34
-5904,-1.49
-5883,-1.47
-5862,-1.04
-5842,-2.03
-5823,0.47
-5803,0.79
-5783,-1.14
-5764,-1.88
-5745,0.43
-5726,-0.46
-5705,-0.82
-5683,-1.71
-5664,-1.14
-5645,0.83
-5626,-0.71
-5607,0.7
-5589,-0.93
-5569,0.03
-5548,-0.93
-5528,-1.77
-5507,-1.53
-5486,-0.24
-5464,-1.69
-5442,-1.84
-5421,-1.04
-5399,-2.1
-5380,-0.81
-5361,0.88
-5342,-0.4
-5320,-1.43
-5299,-1.56
-5278,-1.82
-5256,-0.93
-5233,-1.32
-5210,-3.0
-5189,-1.91
-5168,-0.39
-5147,-1.16
-5126,-1.11
-5106,-0.66
-5084,-0.94
-5063,-1.44
-5044,-0.29
-5024,-0.49
-5003,-1.23
-4983,-0.8
-4963,-0.73
-4945,0.99
-4927,-0.25
-4908,0.75
-4888,-0.59
-4868,-1.07
-4847,-1.2
-4825,-1.31
-4805,-1.47
-4785,-0.28
-4765,0.23
-4745,0.6
-4725,-2.0
-4704,-1.5
-4683,-0.22
-4662,-2.27
-4640,-0.71
-4620,-1.27
-4600,-0.48
-4581,0.81
-4559,-1.34
-4537,-1.78
-4518,-0.14
-4499,0.79
-4480,-0.47
-4459,-0.76
-4438,-1.37
-4417,-0.38
-4396,-1.55
-4376,-1.3
-4356,-0.19
-4336,0.27
-4315,-1.23
-4295,-0.68
-4275,0.03
-4255,-0.71
-4236,-0.51
-4216,-0.93
-4197,0.8
-4177,-1.52
-4157,0.49
-4137,0.06
-4117,-0.8
-4097,-0.4
-4078,-0.02
-4059,0.45
-4039,-0.5
-4017,-1.54
-3996,-0.71
-3976,-0.89
-3955,-0.54
-3937,0.32
-3918,0.57
-3900,0.29
-3881,-0.98
-3861,1.01
-3843,0.91
-3824,-0.72
-3806,1.38
-3786,-0.77
-3767,0.57
-3747,-0.97
-3727,-0.24
-3707,-0.1
-3687,-0.75
-3667,0.1
-3648,-0.26
-3630,1.23
-3611,0.0
-3589,-0.82
-3566,-2.19
-3545,-1.3
-3524,-0.06
-3503,-1.28
-3480,-1.08
-3459,-2.14
-3439,0.54
-3420,0.03
-3401,-0.26
-3382,0.68
-3362,-0.21
-3343,0.69
-3323,-0.26
-3303,-1.38
-3282,-0.17
-3262,-0.47
-3243,0.26
-3225,0.58
-3206,0.56
-3187,0.25
-3168,-0.13
-3147,-0.24
-3127,-0.95
-3107,0.36
-3087,-0.29
-3068,-0.32
-3047,-0.66
-3028,-0.5
-3008,0.98
-2989,0.37
-2970,-0.03
-2951,-0.16
-2932,0.25
-2913,0.67
-2892,-0.32
-2871,-1.16
-2851,-0.37
-2831,-0.28
-2810,-1.21
-2791,-0.76
-2771,0.94
-2751,-0.38
-2731,-0.16
-2711,-0.01
-2692,-0.56
-2672,0.27
-2652,0.16
-2632,0.01
-2612,-0.8
-2592,-0.4
-2571,-0.7
-2553,0.78
-2534,-0.39
-2515,1.33
-2495,0.35
-2476,-0.9
-2456,-0.32
-2437,0.04
-2417,0.29
-2397,0.0
-2376,-1.03
-2357,-0.48
-2338,1.36
-2319,-0.2
-2300,1.31
-2281,0.67
-2262,-1.57
-2243,0.5
-2223,0.06
-2204,-0.42
-2184,-0.59
-2165,0.82
-2145,0.89
-2126,-1.16
-2107,0.81
-2088,0.78
-2069,-0.59
-2049,-0.56
-2030,0.4
-2010,-0.41
-1990,-0.19
-1970,-0.52
-1950,-0.12
-1931,0.72
-1911,-0.92
-1892,-0.7
-1872,0.26
-1852,0.08
-1833,1.07
-1814,-1.57
-1796,1.26
-1777,1.36
-1759,-1.02
-1741,1.03
-1722,0.62
-1704,0.17
-1686,0.77
-1668,0.92
-1648,-0.67
-1628,0.16
-1609,-0.29
-1591,0.15
-1572,1.35
-1553,-1.04
-1534,0.46
-1515,-0.02
-1495,-0.18
-1475,-0.44
-1455,-0.28
-1435,-0.01
-1415,-1.44
-1396,-0.71
-1376,0.7
-1357,-1.05
-1337,-0.74
-1317,0.47
-1297,-1.76
-1277,-0.82
-1257,0.62
-1236,-1.3
-1215,-0.91
-1197,-1.46
-1179,1.27
-1160,0.95
-1142,0.63
-1124,-0.03
-1106,0.15
-1087,0.1
-1069,-0.51
-1050,-0.01
-1030,-0.91
-1011,-0.34
-993,0.29
-974,0.57
-956,-1.0
-938,-0.64
-920,0.04
-902,1.12
-885,1.12
-868,1.32
-851,0.01
-834,0.91
-817,0.81
-800,0.89
-783,1.29
-765,-0.88
-747,-0.2
-728,-0.56
-709,-0.19
-692,0.09
-675,0.85
-657,0.37
-639,-0.77
-621,0.51
-603,-0.11
-585,0.92
-568,-0.45
-550,0.16
-531,-0.63
-513,-0.65
-493,0.0
-474,-0.78
-455,-1.97
-435,-0.94
-417,-0.83
-397,-0.63
-377,-1.41
-356,-2.05
-339,0.17
-321,-0.35
-303,0.3
-287,0.86
-269,0.2
-252,-0.46
-234,-0.48
-215,-1.02
-197,-0.34
-180,-0.64
-163,0.44
-145,-0.74
-128,-0.7
-111,1.62
-94,-0.92
-75,-0.02
-57,-1.08
-40,-0.73
-23,-0.3
-6,0.18
12,-0.38
28,0.01
45,0.0
61,1.79
77,-1.06
94,0.35
111,-0.99
128,-1.04
146,0.25
163,-1.41
179,0.55
196,0.1
213,-0.11
230,-0.56
248,-0.81
264,0.35
280,0.42
296,-1.24
313,0.73
329,-0.84
346,-1.15
362,0.24
378,0.04
394,-0.92
409,0.9
425,-0.27
440,-0.54
456,-0.32
471,-0.93
487,1.04
502,-0.45
518,-0.7
534,-0.48
549,-0.02
563,-0.17
577,0.89
591,1.55
605,-0.17
620,0.89
634,0.22
648,1.23
663,-0.3
677,-0.16
692,0.27
706,0.37
721,0.58
735,-0.54
749,0.88
762,1.03
776,0.93
789,-0.34
803,-0.9
817,1.55
832,-0.54
846,0.72
861,-0.8
875,-0.75
889,0.36
903,0.99
918,0.14
931,-0.95
945,-0.44
960,-0.4
974,0.38
989,-0.75
1003,-0.55
1018,-0.67
1033,-1.03
1047,0.92
1061,-1.41
1075,0.59
1088,-1.03
1101,1.5
1113,1.17
1125,0.94
1138,0.56
1151,0.03
1164,0.32
1178,-0.16
1191,-0.1
1206,-0.91
1221,-1.44
1235,-0.96
1249,-0.49
1263,-0.63
1278,-0.61
1292,-0.96
1305,0.27
1318,0.98
1331,1.46
1344,-0.81
1356,-0.87
1369,1.4
1382,-0.77
1395,0.7
1408,1.26
1421,-0.36
1434,-0.85
1447,-2.36
1460,0.42
1472,-0.8
1484,-0.56
1496,0.14
1508,0.16
1520,-1.73
1531,0.21
1543,-0.12
1555,-0.47
1567,-1.53
1579,-0.9
1591,-0.67
1603,0.03
1614,-0.59
1626,-0.41
1638,-1.22
1649,0.16
1661,-0.34
1672,-1.41
1683,-0.14
1695,-0.02
1705,0.71
1716,0.84
1727,0.42
1738,-2.44
1748,0.51
1759,-1.23
1769,-0.72
1779,0.28
1789,1.05
1800,-0.4
1810,0.38
1821,-1.11
1831,-0.55
1840,0.79
1850,-0.52
1859,0.05
1868,0.05
1877,-0.42
1880,-0.17
1881,-0.09
1882,-0.11
1883,-0.18
1884,-0.28
1885,-0.33
1886,-0.31
1886,0.35
1887,-0.36
1888,-0.17
1889,-0.11
1890,-0.35
1891,-0.22
1892,-0.27
1893,-0.31
1894,-0.3
1895,3.04
1895,-0.22
1896,-0.11
1897,-0.1
1898,-0.27
1899,-0.17
1900,-0.08
1901,-0.15
1902,-0.28
1903,-0.37
1903,1.84
1904,-0.47
1905,-0.26
1906,-0.22
1907,-0.38
1908,-0.43
1909,-0.48
1910,-0.43
1911,-0.44
1912,0.88
1912,-0.36
1913,-0.34
1914,-0.15
1915,-0.14
1916,-0.36
1917,-0.46
1918,-0.29
1919,-0.27
1919,
1920,-0.27
1921,-0.18
1922,-0.28
1923,-0.26
1924,-0.27
1925,-0.22
1926,-0.1
1927,-0.21
1928,
1928,-0.2
1929,-0.36
1930,-0.15
1931,-0.09
1932,-0.15
1933,-0.28
1934,-0.12
1935,-0.19
1936,-0.14
1936,
1937,-0.02
1938,0.0
1939,-0.01
1940,0.13
1941,0.19
1942,0.07
1943,0.09
1944,0.21
1945,
1945,0.09
1946,-0.07
1947,-0.02
1948,-0.1
1949,-0.11
1950,-0.17
1951,-0.07
1952,0.01
1953,
1953,0.08
1954,-0.13
1955,-0.14
1956,-0.19
1957,0.05
1958,0.06
1959,0.03
1960,-0.02
1961,0.06
1961,
1962,0.03
1963,0.05
1964,-0.2
1965,-0.11
1966,-0.06
1967,-0.02
1968,
1968,-0.08
1969,0.05
1970,0.03
1971,-0.08
1972,0.01
1973,0.16
1974,-0.07
1975,
1975,-0.01
1976,-0.1
1977,0.18
1978,0.07
1979,0.16
1980,0.26
1981,0.32
1982,0.14
1982,
1983,0.31
1984,0.16
1985,0.12
1986,0.18
1987,
1987,0.32
1988,0.39
1989,0.27
1990,0.45
1991,0.41
1992,0.22
1993,0.23
1994,0.31
1994,
1995,0.45
1996,0.33
1997,0.46
1998,0.61
1999,0.38
2000,0.39
2000,
2001,0.54
2002,0.63
2003,0.62
2004,0.53
2005,0.68
2006,0.64
2007,0.66
2008,0.54
2009,0.66
2010,0.72
2011,0.61
2012,0.65
2013,0.68
2014,0.75
2015,0.9
2016,1.02
2017,0.92
2018,0.85
2019,0.98
2020,1.02
2021,0.85
2022,0.89
